game,score,steps
1,155.0,588
2,110.0,666
3,260.0,866
4,180.0,702
5,120.0,781
6,110.0,603
7,375.0,984
8,385.0,1092
9,150.0,572
10,140.0,785
11,275.0,907
12,110.0,606
13,135.0,973
14,165.0,694
15,110.0,603
16,110.0,661
17,170.0,682
18,160.0,592
19,110.0,603
20,180.0,585
21,105.0,643
22,110.0,676
23,105.0,657
24,110.0,660
25,190.0,905
26,110.0,602
27,150.0,747
28,120.0,651
29,105.0,642
30,170.0,930
31,160.0,669
32,165.0,741
33,180.0,596
34,135.0,1083
35,100.0,642
36,110.0,595
37,170.0,720
38,170.0,731
39,160.0,822
40,110.0,665
41,120.0,654
42,250.0,924
43,125.0,689
44,110.0,659
45,115.0,632
46,110.0,660
47,110.0,609
48,120.0,659
49,110.0,597
50,110.0,660
51,545.0,1387
52,110.0,636
53,120.0,701
54,110.0,604
55,110.0,606
56,110.0,609
57,200.0,817
58,110.0,595
59,110.0,608
60,110.0,663
61,110.0,607
62,170.0,872
63,110.0,603
64,110.0,606
65,110.0,606
66,105.0,643
67,120.0,631
68,110.0,692
69,110.0,658
70,175.0,678
71,110.0,661
72,110.0,609
73,135.0,874
74,110.0,666
75,135.0,731
76,310.0,976
77,120.0,659
78,110.0,598
79,110.0,597
80,110.0,601
81,150.0,574
82,180.0,724
83,105.0,639
84,110.0,607
85,435.0,904
86,545.0,1037
87,110.0,660
88,110.0,664
89,110.0,633
90,525.0,882
91,110.0,605
92,120.0,683
93,110.0,603
94,110.0,602
95,115.0,695
96,230.0,966
97,110.0,608
98,110.0,658
99,325.0,968
100,110.0,602
101,65.0,500
102,155.0,616
103,145.0,1183
104,120.0,684
105,465.0,1011
106,110.0,662
107,185.0,737
108,165.0,800
109,110.0,682
110,105.0,731
111,105.0,653
112,120.0,663
113,190.0,851
114,110.0,601
115,105.0,637
116,120.0,664
117,170.0,883
118,110.0,572
119,110.0,606
120,110.0,601
121,110.0,597
122,285.0,1034
123,105.0,508
124,110.0,604
125,330.0,933
126,110.0,657
127,110.0,602
128,110.0,663
129,125.0,598
130,115.0,677
131,110.0,653
132,105.0,659
133,130.0,1061
